id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
212,"Qatar First Bank",QFB,"Qatar First Bank provides banking services as per Islamic Sharia principles. It operates through the following business segments: Alternative Investments, Private Bank and Other. The bank was founded in 2008 and is headquartered in Doha, Qatar.",6,9,2008,1,0,qfirst_bank
213,"Qatar Navigation (Milaha) QSC",Milaha,"Qatar Navigation QSC engages in marine transportation, shipping, and logistics services. It operates through the following segments: Milaha Capital, Milaha Maritime and Logistics, Milaha Offshore, Milaha Trading, Milaha Gas and Petrochem, and Milaha Corporate. The company was founded in 1957 and is headquartered in Doha, Qatar.",5,9,1957,0,1,milaha
214,"Qatar Islamic Bank",QIBK,"Qatar Islamic Bank engages in the provision of corporate, retail, and investment banking activities. It operates through the following segments: Personal Banking, Wholesale Banking, Group Function, and Local and International subsidiaries. The company was founded in 1982 and is headquartered in Doha, Qatar.",6,9,1982,0,1,qib
215,"Zad Holding Company",ZHCD,"Zad Holding Company is a shareholding company, through its subsidiaries, it engages in the import of wheat, production of flour, and manufacturing and marketing of pasta, biscuits, and other bakery products. The company was founded in 1969 and is headquartered in Doha, Qatar.",26,9,1969,0,1,zhcd
216,"Gulf International Services","Gulf International Services","Gulf International Services is a holding company engaged in the provision of services to the national and international oil and gas industry including creating services, offshore & onshore drilling services, helicopter maintenance & transportation services, insurance, reinsurance and advisory services. The company was founded in 2008 and is headquartered in Doha, Qatar.",7,9,2008,1,1,gis
217,"Masraf Al Rayan (Q.P.S.C.) (Qatari Public Shareholding Company)",MARK,"Masraf Al Rayan engages in banking, financing and investing activities in conformity with the principles of Islamic Shari'a. The bank operates through the following main business divisions: Retail banking, Wholesale banking, and Private banking. Masraf Al Rayan was founded in 2006 and is headquartered in Doha, Qatar.",6,9,2006,0,1,alrayan
218,"Qatar National Cement Company","Qatar National Cement Company","Qatar National Cement Company established in 1965 is a major producer of Ordinary Portland Cement, Sulphate Resistant Cement, Hydrated Lime, Calcined lime and Washed Sand in State of Qatar. The manufacturing units of company are situated at Umm Bab, close to rich raw material deposits,82 KM away from the Doha, the western coast of Qatar and Al-Boaadiat for the washed sand.",7,9,1965,0,1,qncc
219,"Widam Food Company",WDAM,"Widam Food Co. QSC engages in the import and trade of livestock, meat, and feeds. It offers tannery, transportation of livestock and feeds, and management of slaughterhouses. The company was founded in 2003 and is headquartered in Doha, Qatar.",23,9,2003,0,1,widam
220,"Salam International",SIIS,"Salam International Investment Limited (SIIL) is a leading conglomerate pursuing a highly focused approach of establishing, incorporating, acquiring, and owning enterprises. The company was founded in 1998 and is headquartered in Doha, Qatar.",7,9,1998,0,1,salam
221,"Qatar Oman Investment Company","Qatar Oman Investment Company","Qatar Oman Investment Company (QOIC) aims at investing its funds in all types of investment opportunities available in the State of Qatar and the Sultanate of Oman based on a sound business ground in order to maximize the shareholders’ returns and to contribute to the economic, commercial and social development in both countries.

The Company’s core function is to create investment opportunities in the State of Qatar and the Sultanate of Oman as well as to hold a distinctive position in the market so as to make attractive investment prospects available in association with its partners, governments and investors in both countries.

It is expected that QOIC will provide its investors and strategic partners with distinctive investment opportunities. In the same framework, the Company will play a distinguished role. It will also provide a well-qualified management that can produce such opportunities in both countries. The company was founded in 2006 and is headquartered in Doha, Qatar.",21,9,2006,0,1,qoic
222,"Qatar Insurance Company","Qatar Insurance Company","Qatar Insurance Company (QIC) is a publicly listed composite insurer with a consistent performance history of over 50 years and a global underwriting footprint. Founded in 1964, QIC was the first domestic insurance company in the State of Qatar. Today, QIC is the market leader in Qatar and a dominant insurer in the GCC and MENA region. QIC is one of the highest rated insurers in the Gulf region with a rating of A/Stable from Standard & Poor’s and A(Excellent) from A.M. Best. In terms of profitability and market capitalization, QIC is also the largest insurance company in the MENA region. ",27,9,1964,0,1,qic
223,"QATAR NATIONAL BANK (Q.P.S.C.)",QNBK,"Qatar National Bank S.A.Q (QNB Group) was established in 1964 as the country’s first Qatari-owned commercial bank, with an ownership structure split between the Qatar Investment Authority (50%) and (50%) held by members of the public.
QNB Group has steadily grown to be the biggest bank in Qatar and a leading financial institution in the Middle East and Africa region.
",6,9,1964,0,1,qnb
224,Taawon,Taawon,"Taawon (The Welfare Association) is a leading independent Palestinian non-governmental organization that was founded in 1983 by a group of Palestinian business leaders and intellectual figures. The organization was established to support the sustainable development of Palestinian people and communities in the West Bank, Gaza Strip, as well as the refugee camps in Lebanon. Across the Arab region, the Welfare Association is also known by its Arabic name, “Taawon,” which means “working together, hand in hand.",11,5,1983,1,0,taawon
225,Musanada,Musanada,"Abu Dhabi General Services “Musanada” was established in 2007 as a Public Joint Stock Company to provide support services to government entities in the areas of facilities management, construction, contract management, IT, Catering, Logistics, Stores etc. Our current offering focuses on Design & Construction in addition to Facility Management. Musanada supports the delivery of Abu Dhabi Economic and Urban Planning visions.",25,13,2007,1,0,musanada
226,"Abu Dhabi Chamber of Commerce and Industry",ADCCI,"The Abu Dhabi Chamber of Commerce & Industry (ADCCI) is an autonomous institution of public interest, whose purpose is to provide services for the economic community, businessmen and women and its members of companies and businesses.",25,13,2005,1,0,adcci
227,"Abu Dhabi Council for Economic Development ",ADCED,"The Abu Dhabi Council for Economic Development (ADCED) was established in May 2006. Acting as an economic policy advisory council, ADCED was established to facilitate economic diversification and growth through creating greater understanding, cooperation and engagement between the public and private sectors of the emirate of Abu Dhabi.",25,13,2006,1,0,adced
228,"Abu Dhabi Sewerage Services Company ",ADSSC,"Abu Dhabi Sewerage Services Company, established in 2005, is a wholly-owned subsidiary of Abu Dhabi Government.  It is responsible for the collection, treatment and disposal of wastewater discharged from residential,  commercial and industrial buildings in the Emirate of Abu Dhabi, and the distribution of recycled water for irrigation purposes in gardens, parks, farms and green spaces.",25,13,2005,1,0,adssc
229,"Abu Dhabi Systems and Information Centre ",ADSIC,"In late 2005, the Abu Dhabi Government – under the leadership of His Highness Sheikh Mohammed bin Zayed Al Nahyan, Crown Prince of Abu Dhabi, Deputy Supreme Commander of the UAE Armed Forces and Chairman of the Abu Dhabi Executive Council – began to work on a far-reaching services transformation programme that transcends all Government departments, authorities, and administrations. This programme strives to make the Abu Dhabi Government more effective and efficient in delivering modern services to its diverse customer base along a multitude of delivery channels.",25,13,2005,1,0,adsic
